"Date","VIX","Oil","Gold","SP500","Nikkei","SSE","FTSE"
2015-02-10,17.2299995422363,50.0200004577637,1231.59997558594,2068.59008789062,17652.6796875,3141.59301757812,6829.10009765625
2015-02-12,15.3400001525879,51.2099990844727,1220.09997558594,2088.47998046875,17979.720703125,3173.416015625,6828.10009765625
2015-02-13,14.6899995803833,52.7799987792969,1226.5,2096.98999023438,17913.359375,3203.82690429688,6873.5
2015-02-17,15.8000001907349,53.5299987792969,1208.09997558594,2100.34008789062,17987.08984375,3246.90600585938,6898.10009765625
2015-02-25,13.8400001525879,50.9900016784668,1201,2113.86010742188,18585.19921875,3228.84301757812,6935.39990234375
2015-02-26,13.9099998474121,48.1699981689453,1209.59997558594,2110.73999023438,18785.7890625,3298.35888671875,6949.7001953125
2015-02-27,13.3400001525879,49.7599983215332,1212.59997558594,2104.5,18797.939453125,3310.30297851562,6946.7001953125
2015-03-02,13.039999961853,49.5900001525879,1207.69995117188,2117.38989257812,18826.880859375,3336.28491210938,6940.60009765625
2015-03-03,13.8599996566772,50.5200004577637,1204,2107.78002929688,18815.16015625,3263.05200195312,6889.10009765625
2015-03-04,14.2299995422363,51.5299987792969,1200.59997558594,2098.53002929688,18703.599609375,3279.53295898438,6919.2001953125
2015-03-05,14.039999961853,50.7599983215332,1195.90002441406,2101.0400390625,18751.83984375,3248.47607421875,6961.10009765625
2015-03-06,15.1999998092651,49.6100006103516,1164.09997558594,2071.26000976562,18971,3241.18701171875,6911.7998046875
2015-03-09,15.0600004196167,50,1166.40002441406,2079.42993164062,18790.55078125,3302.40795898438,6876.5
2015-03-10,16.6900005340576,48.2900009155273,1160.09997558594,2044.16003417969,18665.109375,3286.06811523438,6702.7998046875
2015-03-11,16.8700008392334,48.1699981689453,1150.69995117188,2040.23999023438,18723.51953125,3290.89990234375,6721.5
2015-03-12,15.4200000762939,47.0499992370605,1152.09997558594,2065.94995117188,18991.109375,3349.32299804688,6761.10009765625
2015-03-13,16,44.8400001525879,1152.59997558594,2053.39990234375,19254.25,3372.91088867188,6740.60009765625
2015-03-16,15.6099996566772,43.8800010681152,1153.30004882812,2081.18994140625,19246.060546875,3449.30493164062,6804.10009765625
2015-03-17,15.6599998474121,43.4599990844727,1148.30004882812,2074.28002929688,19437,3502.84692382812,6837.60009765625
2015-03-18,13.9700002670288,44.6599998474121,1151.40002441406,2099.5,19544.48046875,3577.30102539062,6945.2001953125
2015-03-19,14.0699996948242,43.9599990844727,1169.09997558594,2089.27001953125,19476.560546875,3582.27099609375,6962.2998046875
2015-03-20,13.0200004577637,45.7200012207031,1184.80004882812,2108.10009765625,19560.220703125,3617.31811523438,7022.5
2015-03-23,13.4099998474121,47.4500007629395,1188,2104.419921875,19754.359375,3687.72802734375,7037.7001953125
2015-03-24,13.6199998855591,47.5099983215332,1191.69995117188,2091.5,19713.44921875,3691.40991210938,7019.7001953125
2015-03-25,15.4399995803833,49.2099990844727,1197.30004882812,2061.05004882812,19746.19921875,3660.72705078125,6991
2015-03-26,15.8000001907349,51.4300003051758,1205.09997558594,2056.14990234375,19471.119140625,3682.09497070312,6895.2998046875
2015-03-27,15.0699996948242,48.8699989318848,1199.80004882812,2061.02001953125,19285.630859375,3691.09594726562,6855
2015-03-30,14.5100002288818,48.6800003051758,1184.80004882812,2086.23999023438,19411.400390625,3786.56811523438,6891.39990234375
2015-03-31,15.289999961853,47.5999984741211,1183.09997558594,2067.88989257812,19206.990234375,3747.89892578125,6773
2015-04-01,15.1099996566772,50.0900001525879,1208.09997558594,2059.68994140625,19034.83984375,3810.2939453125,6809.5
2015-04-02,14.6700000762939,49.1399993896484,1200.90002441406,2066.9599609375,19312.7890625,3825.78393554688,6833.5
2015-04-07,14.7799997329712,53.9799995422363,1210.59997558594,2076.330078125,19640.5390625,3961.3779296875,6961.7998046875
2015-04-08,13.9799995422363,50.4199981689453,1203.09997558594,2081.89990234375,19789.810546875,3994.81103515625,6937.39990234375
2015-04-09,13.0900001525879,50.7900009155273,1193.59997558594,2091.17993164062,19937.720703125,3957.53393554688,7015.39990234375
2015-04-10,12.5799999237061,51.6399993896484,1204.59997558594,2102.06005859375,19907.630859375,4034.31005859375,7089.7998046875
2015-04-13,13.9399995803833,51.9099998474121,1199.30004882812,2092.42993164062,19905.4609375,4121.71484375,7064.2998046875
2015-04-14,13.6700000762939,53.2900009155273,1192.80004882812,2095.84008789062,19908.6796875,4135.56494140625,7075.2998046875
2015-04-15,12.8400001525879,56.3899993896484,1201.5,2106.6298828125,19869.759765625,4084.1630859375,7096.7998046875
2015-04-16,12.6000003814697,56.7099990844727,1198,2104.98999023438,19885.76953125,4194.8232421875,7060.5
2015-04-17,13.8900003433228,55.7400016784668,1202.90002441406,2081.17993164062,19652.880859375,4287.2958984375,6994.60009765625
2015-04-20,13.3000001907349,56.3800010681152,1193.5,2100.39990234375,19634.490234375,4217.0771484375,7052.10009765625
2015-04-21,13.25,55.2599983215332,1202.90002441406,2097.2900390625,19909.08984375,4293.623046875,7062.89990234375
2015-04-22,12.710000038147,56.1599998474121,1186.90002441406,2107.9599609375,20133.900390625,4398.494140625,7028.2001953125
2015-04-23,12.4799995422363,57.7400016784668,1194.40002441406,2112.92993164062,20187.650390625,4414.5078125,7053.7001953125
2015-04-24,12.289999961853,57.1500015258789,1175.19995117188,2117.68994140625,20020.0390625,4393.68603515625,7070.7001953125
2015-04-27,13.1199998855591,56.9900016784668,1203.30004882812,2108.919921875,19983.3203125,4527.39599609375,7104
2015-04-28,12.4099998474121,57.060001373291,1214,2114.76000976562,20058.94921875,4476.21484375,7030.5
2015-04-30,14.5500001907349,59.6300010681152,1182.40002441406,2085.51000976562,19520.009765625,4441.65478515625,6960.60009765625
2015-05-07,15.1300001144409,58.939998626709,1182.40002441406,2088,19291.990234375,4112.2138671875,6887
2015-05-08,12.8599996566772,59.3899993896484,1189.09997558594,2116.10009765625,19379.189453125,4205.9169921875,7046.7998046875
2015-05-11,13.8500003814697,59.25,1183.19995117188,2105.330078125,19620.91015625,4333.583984375,7029.89990234375
2015-05-12,13.8599996566772,60.75,1192.59997558594,2099.1201171875,19624.83984375,4401.21923828125,6933.7998046875
2015-05-13,13.7600002288818,60.5,1218.40002441406,2098.47998046875,19764.720703125,4375.759765625,6949.60009765625
2015-05-14,12.7399997711182,59.8800010681152,1225.40002441406,2121.10009765625,19570.240234375,4378.31103515625,6973
2015-05-15,12.3800001144409,59.689998626709,1225.5,2122.72998046875,19732.919921875,4308.69091796875,6960.5
2015-05-18,12.7299995422363,59.4300003051758,1227.80004882812,2129.19995117188,19890.26953125,4283.4912109375,6968.89990234375
2015-05-19,12.8500003814697,57.2599983215332,1206.90002441406,2127.830078125,20026.380859375,4417.5517578125,6995.10009765625
2015-05-20,12.8800001144409,58.9799995422363,1208.90002441406,2125.85009765625,20196.560546875,4446.2880859375,7007.2998046875
2015-05-21,12.1099996566772,60.7200012207031,1204.40002441406,2130.82006835938,20202.869140625,4529.421875,7013.5
2015-05-22,12.1300001144409,59.7200012207031,1204.30004882812,2126.06005859375,20264.41015625,4657.59619140625,7031.7001953125
2015-05-26,14.0600004196167,58.0299987792969,1187.19995117188,2104.19995117188,20437.48046875,4910.89697265625,6949
2015-05-27,13.2700004577637,57.5099983215332,1185.90002441406,2123.47998046875,20472.580078125,4941.7138671875,7033.2998046875
2015-05-28,13.3100004196167,57.6800003051758,1188.09997558594,2120.7900390625,20551.4609375,4620.26611328125,7040.89990234375
2015-05-29,13.8400001525879,60.2999992370605,1189.40002441406,2107.38989257812,20563.150390625,4611.744140625,6984.39990234375
2015-06-01,13.9700002670288,60.2000007629395,1188.30004882812,2111.72998046875,20569.869140625,4828.73779296875,6953.60009765625
2015-06-02,14.2399997711182,61.2599983215332,1194.09997558594,2109.60009765625,20543.189453125,4910.52685546875,6928.2998046875
2015-06-03,13.6599998474121,59.6399993896484,1184.69995117188,2114.07006835938,20473.509765625,4909.97802734375,6950.5
2015-06-04,14.710000038147,58,1174.90002441406,2095.84008789062,20488.189453125,4947.10205078125,6859.2001953125
2015-06-05,14.210000038147,59.1300010681152,1167.80004882812,2092.830078125,20460.900390625,5023.09619140625,6804.60009765625
2015-06-08,15.289999961853,58.1399993896484,1173.19995117188,2079.28002929688,20457.189453125,5131.880859375,6790
2015-06-09,14.4700002670288,60.1399993896484,1177.30004882812,2080.14990234375,20096.30078125,5113.5341796875,6753.7998046875
2015-06-10,13.2200002670288,61.4300003051758,1186.09997558594,2105.19995117188,20046.359375,5106.0361328125,6830.2998046875
2015-06-11,12.8500003814697,60.7700004577637,1179.90002441406,2108.86010742188,20382.970703125,5121.5927734375,6846.7001953125
2015-06-12,13.7799997329712,59.9599990844727,1178.80004882812,2094.11010742188,20407.080078125,5166.35009765625,6784.89990234375
2015-06-15,15.3900003433228,59.5200004577637,1185.30004882812,2084.42993164062,20387.7890625,5062.9931640625,6710.5
2015-06-16,14.8100004196167,59.9700012207031,1180.5,2096.2900390625,20257.939453125,4887.43212890625,6710.10009765625
2015-06-17,14.5,59.9199981689453,1176.40002441406,2100.43994140625,20219.26953125,4967.89794921875,6680.60009765625
2015-06-18,13.1899995803833,60.4500007629395,1201.5,2121.23999023438,19990.8203125,4785.35595703125,6707.89990234375
2015-06-19,13.960000038147,59.6100006103516,1201.5,2109.98999023438,20174.240234375,4478.36376953125,6710.5
2015-06-23,12.1099996566772,61.0099983215332,1176.19995117188,2124.19995117188,20809.419921875,4576.4921875,6834.89990234375
2015-06-24,13.2600002288818,60.2700004577637,1172.59997558594,2108.580078125,20868.029296875,4690.14990234375,6844.7998046875
2015-06-25,14.0100002288818,59.7000007629395,1171.5,2102.31005859375,20771.400390625,4527.77880859375,6807.7998046875
2015-06-26,14.0200004577637,59.6300010681152,1172.90002441406,2101.48999023438,20706.150390625,4192.873046875,6753.7001953125
2015-06-29,18.8500003814697,58.3300018310547,1178.5,2057.63989257812,20109.94921875,4053.03002929688,6620.5
2015-06-30,18.2299995422363,59.4700012207031,1171.5,2063.11010742188,20235.73046875,4277.22216796875,6521
2015-07-01,16.0900001525879,56.9599990844727,1169,2077.419921875,20329.3203125,4053.69995117188,6608.60009765625
2015-07-02,16.7900009155273,56.9300003051758,1163,2076.78002929688,20522.5,3912.76708984375,6630.5
2015-07-06,17.0100002288818,52.5299987792969,1172.90002441406,2068.76000976562,20112.119140625,3775.912109375,6535.7001953125
2015-07-07,16.0900001525879,52.3300018310547,1152.40002441406,2081.34008789062,20376.58984375,3727.125,6432.2001953125
2015-07-08,19.6599998474121,51.6500015258789,1163.30004882812,2046.68005371094,19737.640625,3507.19189453125,6490.7001953125
2015-07-09,19.9699993133545,52.7799987792969,1159,2051.31005859375,19855.5,3709.330078125,6581.60009765625
2015-07-10,16.8299999237061,52.7400016784668,1157.69995117188,2076.6201171875,19779.830078125,3877.80297851562,6673.39990234375
2015-07-13,13.8999996185303,52.2000007629395,1155.19995117188,2099.60009765625,20089.76953125,3970.38793945312,6738
2015-07-14,13.3699998855591,53.0400009155273,1153.30004882812,2108.94995117188,20385.330078125,3924.48706054688,6753.7998046875
2015-07-15,13.2299995422363,51.4099998474121,1147.19995117188,2107.39990234375,20463.330078125,3805.70288085938,6753.7998046875
2015-07-16,12.1099996566772,50.9099998474121,1143.80004882812,2124.2900390625,20600.119140625,3823.17602539062,6796.5
2015-07-17,11.9499998092651,50.8899993896484,1131.80004882812,2126.63989257812,20650.919921875,3957.35205078125,6775.10009765625
2015-07-21,12.2200002670288,50.3600006103516,1103.40002441406,2119.2099609375,20841.970703125,4017.67504882812,6769.10009765625
2015-07-22,12.1199998855591,49.189998626709,1091.40002441406,2114.14990234375,20593.669921875,4026.044921875,6667.2998046875
2015-07-23,12.6400003433228,48.4500007629395,1094,2102.14990234375,20683.94921875,4123.9228515625,6655
2015-07-24,13.7399997711182,48.1399993896484,1085.59997558594,2079.64990234375,20544.529296875,4070.90795898438,6579.7998046875
2015-07-27,15.6000003814697,47.3899993896484,1096.5,2067.63989257812,20350.099609375,3725.55810546875,6505.10009765625
2015-07-28,13.4399995803833,47.9799995422363,1096.30004882812,2093.25,20328.890625,3663.001953125,6555.2998046875
2015-07-29,12.5,48.7900009155273,1092.69995117188,2108.57006835938,20302.91015625,3789.16796875,6631
2015-07-30,12.1300001144409,48.5200004577637,1088.40002441406,2108.6298828125,20522.830078125,3705.76611328125,6668.89990234375
2015-07-31,12.1199998855591,47.1199989318848,1094.90002441406,2103.84008789062,20585.240234375,3663.72607421875,6696.2998046875
2015-08-03,12.5600004196167,45.1699981689453,1089.40002441406,2098.0400390625,20548.109375,3622.90502929688,6688.60009765625
2015-08-04,13,45.7400016784668,1090.69995117188,2093.32006835938,20520.359375,3756.544921875,6686.60009765625
2015-08-05,12.5100002288818,45.1500015258789,1085.69995117188,2099.84008789062,20614.060546875,3694.57299804688,6752.39990234375
2015-08-06,13.7700004577637,44.6599998474121,1090.19995117188,2083.56005859375,20664.439453125,3661.5390625,6747.10009765625
2015-08-07,13.3900003433228,43.8699989318848,1094.09997558594,2077.57006835938,20724.560546875,3744.205078125,6718.5
2015-08-10,12.2299995422363,44.9599990844727,1104.19995117188,2104.17993164062,20808.689453125,3928.4150390625,6736.2001953125
2015-08-11,13.710000038147,43.0800018310547,1107.59997558594,2084.07006835938,20720.75,3927.90795898438,6664.5
2015-08-12,13.6099996566772,43.2999992370605,1123.19995117188,2086.05004882812,20392.76953125,3886.32006835938,6571.2001953125
2015-08-13,13.4899997711182,42.2299995422363,1115.69995117188,2083.38989257812,20595.55078125,3954.55590820312,6568.2998046875
2015-08-14,12.8299999237061,42.5,1112.90002441406,2091.5400390625,20519.44921875,3965.3349609375,6550.7001953125
2015-08-17,13.0200004577637,41.8699989318848,1118.59997558594,2102.43994140625,20620.259765625,3993.66796875,6550.2998046875
2015-08-18,13.789999961853,42.6199989318848,1117.09997558594,2096.919921875,20554.470703125,3748.1640625,6526.2998046875
2015-08-19,15.25,40.7999992370605,1128.09997558594,2079.61010742188,20222.630859375,3794.10888671875,6403.5
2015-08-20,19.1399993896484,41.1399993896484,1153,2035.72998046875,20033.51953125,3664.291015625,6367.89990234375
2015-08-21,28.0300006866455,40.4500007629395,1159.59997558594,1970.89001464844,19435.830078125,3507.74389648438,6187.7001953125
2015-08-24,40.7400016784668,38.2400016784668,1153.40002441406,1893.2099609375,18540.6796875,3209.90502929688,5898.89990234375
2015-08-25,36.0200004577637,39.310001373291,1138.19995117188,1867.60998535156,17806.69921875,2964.96704101562,6081.2998046875
2015-08-26,30.3199996948242,38.5999984741211,1124.59997558594,1940.51000976562,18376.830078125,2927.2880859375,5979.2001953125
2015-08-27,26.1000003814697,42.560001373291,1122.40002441406,1987.66003417969,18574.439453125,3083.59106445312,6192
2015-08-28,26.0499992370605,45.2200012207031,1133.09997558594,1988.86999511719,19136.3203125,3232.35009765625,6247.89990234375
2015-09-01,31.3999996185303,45.4099998474121,1138.69995117188,1913.84997558594,18165.689453125,3166.6240234375,6058.5
2015-09-02,26.0900001525879,46.25,1132.5,1948.85998535156,18095.400390625,3160.1669921875,6083.2998046875
2015-09-08,24.8999996185303,45.939998626709,1120.40002441406,1969.41003417969,17427.080078125,3170.45190429688,6146.10009765625
2015-09-09,26.2299995422363,44.1500015258789,1102.19995117188,1942.0400390625,18770.509765625,3243.08911132812,6229
2015-09-10,24.3700008392334,45.9199981689453,1109.5,1952.2900390625,18299.619140625,3197.89306640625,6155.7998046875
2015-09-11,23.2000007629395,44.6300010681152,1103.5,1961.05004882812,18264.220703125,3200.23388671875,6117.7998046875
2015-09-14,24.25,44,1107.69995117188,1953.03002929688,17965.69921875,3114.79809570312,6084.60009765625
2015-09-15,22.5400009155273,44.5900001525879,1102.80004882812,1978.08996582031,18026.48046875,3005.17211914062,6137.60009765625
2015-09-16,21.3500003814697,47.1500015258789,1119.19995117188,1995.31005859375,18171.599609375,3152.26293945312,6229.2001953125
2015-09-17,21.1399993896484,46.9000015258789,1117.30004882812,1990.19995117188,18432.26953125,3086.06103515625,6187
2015-09-18,22.2800006866455,44.6800003051758,1138.09997558594,1958.03002929688,18070.2109375,3097.9169921875,6104.10009765625
2015-09-24,23.4699993133545,44.9099998474121,1153.80004882812,1932.23999023438,17571.830078125,3142.68701171875,5961.5
2015-09-25,23.6200008392334,45.7000007629395,1146,1931.33996582031,17880.509765625,3092.34692382812,6109
2015-09-28,27.6299991607666,44.4300003051758,1132,1881.77001953125,17645.109375,3100.75610351562,5958.89990234375
2015-09-29,26.8299999237061,45.2299995422363,1127.09997558594,1884.08996582031,16930.83984375,3038.13696289062,5909.2001953125
2015-09-30,24.5,45.0900001525879,1115.5,1920.03002929688,17388.150390625,3052.78100585938,6061.60009765625
2015-10-08,17.4200000762939,49.4300003051758,1144.69995117188,2013.43005371094,18141.169921875,3143.35693359375,6374.7998046875
2015-10-09,17.0799999237061,49.6300010681152,1156.30004882812,2014.89001464844,18438.669921875,3183.15209960938,6416.2001953125
2015-10-13,17.6700000762939,46.6599998474121,1165.80004882812,2003.68994140625,18234.740234375,3293.22998046875,6342.2998046875
2015-10-14,18.0300006866455,46.6399993896484,1180.09997558594,1994.23999023438,17891,3262.44091796875,6269.60009765625
2015-10-15,16.0499992370605,46.3800010681152,1187.90002441406,2023.85998535156,18096.900390625,3338.07299804688,6338.7001953125
2015-10-16,15.0500001907349,47.2599983215332,1183.59997558594,2033.10998535156,18291.80078125,3391.35205078125,6378
2015-10-19,14.9799995422363,45.8899993896484,1173.30004882812,2033.66003417969,18131.23046875,3386.69995117188,6352.2998046875
2015-10-20,15.75,45.5499992370605,1178,2030.77001953125,18207.150390625,3425.330078125,6345.10009765625
2015-10-21,16.7000007629395,45.2000007629395,1167.59997558594,2018.93994140625,18554.279296875,3320.67602539062,6348.39990234375
2015-10-22,14.4499998092651,45.3800010681152,1166.59997558594,2052.51000976562,18435.869140625,3368.73901367188,6376.2998046875
2015-10-23,14.460000038147,44.5999984741211,1163.30004882812,2075.14990234375,18825.30078125,3412.43408203125,6444.10009765625
2015-10-26,15.289999961853,43.9799995422363,1167,2071.17993164062,18947.119140625,3429.5810546875,6417
2015-10-27,15.4300003051758,43.2000007629395,1166.80004882812,2065.88989257812,18777.0390625,3434.3359375,6365.2998046875
2015-10-28,14.3299999237061,45.939998626709,1177.09997558594,2090.35009765625,18903.01953125,3375.19604492188,6437.7998046875
2015-10-29,14.6099996566772,46.060001373291,1147.19995117188,2089.40991210938,18935.7109375,3387.31494140625,6395.7998046875
2015-10-30,15.0699996948242,46.5900001525879,1141.5,2079.36010742188,19083.099609375,3382.56103515625,6361.10009765625
2015-11-02,14.1499996185303,46.1399993896484,1135.80004882812,2104.05004882812,18683.240234375,3325.0849609375,6361.7998046875
2015-11-04,15.5100002288818,46.3199996948242,1106.5,2102.31005859375,18926.91015625,3459.63989257812,6412.89990234375
2015-11-05,15.0500001907349,45.2000007629395,1104.40002441406,2099.92993164062,19116.41015625,3522.81909179688,6364.89990234375
2015-11-06,14.3299999237061,44.2900009155273,1087.59997558594,2099.19995117188,19265.599609375,3590.03198242188,6353.7998046875
2015-11-09,16.5200004577637,43.8699989318848,1087.90002441406,2078.580078125,19642.740234375,3646.88110351562,6295.2001953125
2015-11-10,15.289999961853,44.2099990844727,1088.19995117188,2081.71997070312,19671.259765625,3640.48510742188,6275.2998046875
2015-11-11,16.0599994659424,42.9300003051758,1084.69995117188,2075,19691.390625,3650.2490234375,6297.2001953125
2015-11-12,18.3700008392334,41.75,1080.80004882812,2045.96997070312,19697.76953125,3632.90209960938,6178.7001953125
2015-11-13,20.0799999237061,40.7400016784668,1080.80004882812,2023.0400390625,19596.91015625,3580.83911132812,6118.2998046875
2015-11-16,18.1599998474121,41.7400016784668,1083.69995117188,2053.18994140625,19393.689453125,3606.95703125,6146.39990234375
2015-11-17,18.8400001525879,40.6699981689453,1068.69995117188,2050.43994140625,19630.630859375,3604.794921875,6268.7998046875
2015-11-18,16.8500003814697,40.75,1068.80004882812,2083.580078125,19649.1796875,3568.46801757812,6279
2015-11-19,16.9899997711182,40.5400009155273,1078,2081.23999023438,19859.810546875,3617.06201171875,6329.89990234375
2015-11-20,15.4700002670288,40.3899993896484,1076.40002441406,2089.169921875,19879.810546875,3630.5,6334.60009765625
2015-11-24,15.9300003051758,42.8699989318848,1074.30004882812,2089.13989257812,19924.890625,3616.11303710938,6277.2001953125
2015-11-25,15.1899995803833,43.0400009155273,1070.5,2088.8701171875,19847.580078125,3647.92993164062,6337.60009765625
2015-11-27,15.1199998855591,41.7099990844727,1056.19995117188,2090.11010742188,19883.939453125,3436.30297851562,6375.2001953125
2015-11-30,16.1299991607666,41.6500015258789,1065.80004882812,2080.40991210938,19747.470703125,3445.40502929688,6356.10009765625
2015-12-01,14.6700000762939,41.8499984741211,1063.80004882812,2102.6298828125,20012.400390625,3456.30908203125,6395.7001953125
2015-12-02,15.9099998474121,39.939998626709,1054.19995117188,2079.51000976562,19938.130859375,3536.90502929688,6420.89990234375
2015-12-03,18.1100006103516,41.0800018310547,1061.69995117188,2049.6201171875,19939.900390625,3584.82397460938,6275
2015-12-04,14.8100004196167,39.9700012207031,1084.5,2091.68994140625,19504.48046875,3524.99194335938,6238.2998046875
2015-12-07,15.8400001525879,37.6500015258789,1076.40002441406,2077.07006835938,19698.150390625,3536.92700195312,6223.5
2015-12-08,17.6000003814697,37.5099983215332,1076.30004882812,2063.59008789062,19492.599609375,3470.07006835938,6135.2001953125
2015-12-09,19.6100006103516,37.1599998474121,1077.59997558594,2047.61999511719,19301.0703125,3472.43896484375,6126.7001953125
2015-12-10,19.3400001525879,36.7599983215332,1073.09997558594,2052.22998046875,19046.55078125,3455.4951171875,6088.10009765625
2015-12-11,24.3899993896484,35.6199989318848,1076.90002441406,2012.36999511719,19230.48046875,3434.5810546875,5952.7998046875
2015-12-14,22.7299995422363,36.310001373291,1064.69995117188,2021.93994140625,18883.419921875,3520.66796875,5874.10009765625
2015-12-15,20.9500007629395,37.3499984741211,1062.90002441406,2043.41003417969,18565.900390625,3510.35400390625,6017.7998046875
2015-12-16,17.8600006103516,35.5200004577637,1078,2073.07006835938,19049.91015625,3516.18701171875,6061.2001953125
2015-12-17,18.9400005340576,34.9500007629395,1050.80004882812,2041.89001464844,19353.560546875,3579.9990234375,6102.5
2015-12-18,20.7000007629395,34.7299995422363,1066.19995117188,2005.55004882812,18986.80078125,3578.96411132812,6052.39990234375
2015-12-21,18.7000007629395,34.7400016784668,1081.90002441406,2021.15002441406,18916.01953125,3642.47192382812,6034.7998046875
2015-12-22,16.6000003814697,36.1399993896484,1074.80004882812,2038.96997070312,18886.69921875,3651.76708984375,6083.10009765625
2015-12-24,15.7399997711182,38.0999984741211,1077.19995117188,2060.98999023438,18789.689453125,3612.48510742188,6254.60009765625
2015-12-29,16.0799999237061,37.8699989318848,1077.5,2078.36010742188,18982.23046875,3563.73608398438,6314.60009765625
2015-12-30,17.2900009155273,36.5999984741211,1060.09997558594,2063.36010742188,19033.7109375,3572.8759765625,6274.10009765625
2016-01-04,20.7000007629395,36.7599983215332,1075.09997558594,2012.66003417969,18450.98046875,3296.25805664062,6093.39990234375
2016-01-05,19.3400001525879,35.9700012207031,1078.40002441406,2016.7099609375,18374,3287.7109375,6137.2001953125
2016-01-06,20.5900001525879,33.9700012207031,1091.90002441406,1990.26000976562,18191.3203125,3361.84008789062,6073.39990234375
2016-01-07,24.9899997711182,33.2700004577637,1107.69995117188,1943.08996582031,17767.33984375,3125.001953125,5954.10009765625
2016-01-08,27.0100002288818,33.1599998474121,1097.80004882812,1922.03002929688,17697.9609375,3186.412109375,5912.39990234375
2016-01-12,22.4699993133545,30.4400005340576,1085.59997558594,1938.68005371094,17218.9609375,3022.86108398438,5929.2001953125
2016-01-13,25.2199993133545,30.4799995422363,1087.5,1890.28002929688,17715.630859375,2949.59692382812,5961
2016-01-14,23.9500007629395,31.2000007629395,1073.90002441406,1921.83996582031,17240.94921875,3007.64892578125,5918.2001953125
2016-01-15,27.0200004577637,29.4200000762939,1091.5,1880.32995605469,17147.109375,2900.96997070312,5804.10009765625
2016-01-19,26.0499992370605,28.4599990844727,1089.90002441406,1881.32995605469,17048.369140625,3007.73901367188,5876.7998046875
2016-01-20,27.5900001525879,26.5499992370605,1107.09997558594,1859.32995605469,16416.189453125,2976.69409179688,5673.60009765625
2016-01-21,26.6900005340576,29.5300006866455,1099.09997558594,1868.98999023438,16017.259765625,2880.48193359375,5773.7998046875
2016-01-22,22.3400001525879,32.189998626709,1097.19995117188,1906.90002441406,16958.529296875,2916.56201171875,5900
2016-01-25,24.1499996185303,30.3400001525879,1106.19995117188,1877.07995605469,17110.91015625,2938.51489257812,5877
2016-01-26,22.5,31.4500007629395,1121.69995117188,1903.63000488281,16708.900390625,2749.78491210938,5911.5
